,X,Y,Z,corr_dim_0.01
2046,-0.013663,-0.022211,0.007358,56
2047,-0.020658,-0.015143,0.012321,60
2048,-0.021116,-0.016506,0.013498,52
2049,-0.014607,-0.019005,0.015507,52
2050,-0.016985,-0.020711,0.014654,46
2051,-0.014926,-0.020015,0.013979,57
2052,-0.009997,-0.018586,0.01035,55
2053,-0.007927,-0.020281,0.010861,54
2054,-0.007882,-0.017365,0.011971,59
2055,-0.016466,-0.01201,0.012975,78
2056,-0.018876,-0.011695,0.013358,69
2057,-0.017474,-0.013469,0.013078,74
2058,-0.017402,-0.015573,0.013023,64
2059,-0.019164,-0.014079,0.012555,68
2060,-0.01942,-0.015757,0.013913,54
2061,-0.020046,-0.018862,0.01459,43
2062,-0.017113,-0.017088,0.015642,48
2063,-0.009716,-0.021073,0.007595,42
2064,-0.009817,-0.023673,0.006466,37
2065,-0.015664,-0.005912,0.009749,82
2066,-0.016711,-0.007568,0.011248,77
2067,-0.014012,-0.00888,0.009649,83
2068,-0.011667,-0.014314,0.011223,73
2069,-0.009653,-0.013121,0.010862,64
2070,-0.010616,-0.011258,0.011019,68
2071,-0.007314,-0.012738,0.010915,54
2072,-0.008847,-0.014807,0.010614,63
2073,-0.00644,-0.015153,0.011569,55
2074,-0.010143,-0.016372,0.011604,64
2075,-0.01679,-0.009643,0.012418,78
2076,-0.011781,-0.017286,0.0116,68
2077,-0.012534,-0.019505,0.010041,66
2078,-0.021016,-0.012568,0.011914,66
2079,-0.013419,-0.023673,0.006281,44
2080,-0.014292,-0.011827,0.011197,91
2081,-0.014118,-0.017026,0.015011,58
2082,-0.013567,-0.01627,0.013011,71
2083,-0.015424,-0.016298,0.013536,66
2084,-0.004315,-0.017544,0.011706,55
2085,-0.01522,-0.014224,0.012613,79
2086,-0.013671,-0.01861,0.012916,65
2087,-0.019619,-0.023081,0.006159,44
2088,-0.006917,-0.009721,0.010587,45
2089,-0.015674,-0.023673,0.005761,43
2090,-0.009965,-0.008193,0.009827,59
2091,-0.017372,-0.023673,0.003841,41
2092,-0.012292,0.026399,-0.011453,64
2093,-0.014033,0.029597,-0.011749,64
2094,-0.010971,0.028049,-0.013188,66
2095,-0.018409,0.016333,-0.01586,102
2096,-0.020204,0.014793,-0.016153,97
2097,-0.019088,0.0164,-0.013791,85
2098,0.016651,0.030256,-0.019438,100
2099,0.017083,0.031398,-0.018323,96
2100,0.018811,0.030643,-0.017565,101
2101,0.017943,0.014249,-0.02186,98
2102,0.01754,0.016786,-0.023196,86
2103,0.01887,0.016231,-0.020594,94
2104,-0.01101,0.012617,-0.030065,115
2105,-0.011621,0.009417,-0.028618,130
2106,-0.013502,0.01134,-0.028227,125
2107,-0.004512,0.026405,-0.029909,69
2108,-0.00568,0.025428,-0.028544,79
2109,-0.0059,0.027642,-0.028847,63
2110,-0.012177,0.034945,-0.013376,73
2111,-0.011661,0.036901,-0.014075,64
2112,-0.010596,0.03469,-0.014205,76
2113,-0.003855,0.013916,-0.028925,91
2114,-0.003383,0.01171,-0.028715,83
2115,-0.005171,0.012633,-0.028711,101
2116,-0.006278,0.010727,-0.030254,107
2117,-0.006172,0.008586,-0.030541,105
2118,-0.008503,0.008661,-0.029751,109
2119,0.019873,0.018266,-0.019388,100
2120,0.018372,0.017667,-0.021134,95
2121,0.018335,0.019401,-0.021077,96
2122,-0.010999,0.016053,-0.003275,82
2123,-0.012378,0.015106,-0.005516,90
2124,-0.013324,0.016042,-0.003854,94
2125,-0.009939,0.021567,-0.010447,65
2126,-0.012066,0.02365,-0.010257,63
2127,-0.009888,0.022513,-0.01251,67
2128,0.011852,0.033889,-0.020561,81
2129,0.012445,0.032693,-0.020278,89
2130,0.010591,0.032371,-0.021105,90
2131,0.000639,0.007085,-0.030539,87
2132,0.000687,0.004787,-0.029497,106
2133,-0.002601,0.005222,-0.030328,106
2134,-0.017224,0.01363,-0.01016,105
2135,-0.016468,0.013055,-0.00858,103
2136,-0.015904,0.015596,-0.009835,109
2137,-0.017644,0.012132,-0.010472,99
2138,-0.018821,0.012764,-0.011722,93
2139,-0.019622,0.012081,-0.011642,98
2140,-0.01873,0.012615,-0.016284,101
2141,-0.019968,0.013177,-0.014787,100
2142,0.005617,0.019759,-0.026998,71
2143,0.007581,0.017275,-0.026169,58
2144,0.004994,0.016804,-0.025629,62
2145,-0.009096,0.015229,-0.018469,78
2146,-0.009467,0.017218,-0.020562,109
2147,-0.01116,0.015594,-0.020776,117
2148,0.018978,0.014527,-0.019228,97
2149,-0.011429,0.016761,-0.030285,94
2150,-0.014518,0.015749,-0.030079,97
2151,-0.013,0.017526,-0.030033,92
2152,0.010226,0.035522,-0.019394,74
2153,-0.00422,0.009698,-0.031655,79
2154,-0.004325,0.007585,-0.030689,99
2155,0.004696,0.023537,-0.027903,75
2156,0.008933,0.022554,-0.027057,71
2157,-0.012986,0.019541,-0.02912,88
2158,-0.014999,0.018122,-0.029609,82
2159,-0.000612,0.026864,-0.029505,74
2160,-0.001114,0.025425,-0.029893,77
2161,-0.002451,0.026849,-0.030239,66
2162,-0.012904,0.019501,0.000267,84
2163,-0.013704,0.018493,-0.000419,92
2164,-0.014063,0.017382,0.000164,102
2165,0.013198,0.023508,-0.020696,96
2166,0.014526,0.023592,-0.022761,91
2167,0.011682,0.023375,-0.023447,84
2168,0.002414,0.027385,-0.029462,62
2169,0.003975,0.025996,-0.029187,65
2170,0.00083,0.025414,-0.028561,77
2171,0.00678,0.027552,-0.027933,63
2172,0.005216,0.027919,-0.030074,54
2173,0.005106,0.02853,-0.028095,66
2174,-0.005941,0.023166,-0.027683,92
2175,-0.007588,0.023557,-0.025514,97
2176,-0.006886,0.024992,-0.02683,85
2177,-0.018766,0.013955,-0.011167,99
2178,0.001521,0.028602,-0.027839,68
2179,0.002884,0.029059,-0.029767,55
2180,-0.000957,0.029571,-0.027413,73
2181,-0.001115,0.02828,-0.029064,68
2182,-0.003756,0.029094,-0.028896,63
2183,-0.010934,0.017183,-0.005277,79
2184,-0.011202,0.015945,-0.005279,83
2185,0.018716,0.021674,-0.017702,103
2186,0.017835,0.023188,-0.018125,106
2187,0.019067,0.023581,-0.016636,108
2188,-0.006931,0.005744,-0.029536,99
2189,-0.000767,0.012491,-0.029328,74
2190,-0.002135,0.011768,-0.03031,76
2191,0.017849,0.030688,-0.014166,115
2192,0.017507,0.032958,-0.015409,109
2193,0.020299,0.032122,-0.013746,108
2194,-0.006947,0.026672,-0.027253,77
2195,-0.018351,0.015315,-0.012154,100
2196,-0.019662,0.014464,-0.01343,95
2197,0.006425,0.0159,-0.025278,58
2198,0.01522,0.032925,-0.0183,91
2199,0.013865,0.033412,-0.017118,98
2200,0.014939,0.032524,-0.016862,99
2201,-0.006481,0.002536,-0.028128,100
2202,-0.007604,0.00316,-0.027802,92
2203,-0.005554,0.003647,-0.028541,105
2204,-0.010721,0.018987,-0.02766,105
2205,-0.011455,0.018196,-0.029439,95
2206,-0.012422,0.013633,-0.021753,118
2207,-0.012358,0.014122,-0.01953,108
2208,0.02083,0.03051,-0.014004,116
2209,0.019461,0.029442,-0.01437,116
2210,0.013901,0.032679,-0.019712,92
2211,0.014381,0.03155,-0.019477,97
2212,-0.003804,0.037636,-0.011632,71
2213,-0.005092,0.037637,-0.010793,69
2214,-0.001856,0.03711,-0.010748,77
2215,-0.013749,0.037969,-0.01153,55
2216,-0.0108,0.039619,-0.013422,54
2217,-0.013843,0.011801,-0.017228,91
2218,-0.014342,0.009634,-0.018035,80
2219,-0.01639,0.010514,-0.016242,91
2220,-0.00834,0.024637,-0.023872,98
2221,-0.007366,0.02317,-0.023163,101
2222,-0.007999,0.024751,-0.022167,89
2223,0.000187,0.016375,-0.025284,72
2224,0.002678,0.015711,-0.025499,66
2225,0.001089,0.01519,-0.026208,71
2226,-0.009504,0.018238,-0.029079,104
2227,-0.008691,0.015781,-0.0304,97
2228,-0.011795,0.01671,-0.006594,85
2229,-0.010657,0.017825,-0.007048,83
2230,-0.001835,0.027248,-0.021178,98
2231,-0.003973,0.026285,-0.021474,96
2232,-0.00329,0.026436,-0.020177,92
2233,0.001616,0.009057,-0.029393,77
2234,7.8e-05,0.009894,-0.030562,65
2235,0.001404,0.010905,-0.029686,66
2236,-0.007634,0.021928,-0.024448,104
2237,-0.007009,0.020967,-0.026635,100
2238,-0.008398,0.020658,-0.024963,99
2239,0.015505,0.030997,-0.018298,98
2240,0.014942,0.030439,-0.019725,98
2241,-0.009566,0.018945,-0.024749,110
2242,-0.008842,0.021362,-0.022641,101
2243,0.002712,0.008748,-0.027563,86
2244,0.002145,0.00964,-0.026294,75
2245,0.003216,0.007991,-0.025371,90
2246,-0.007434,0.026467,-0.019154,81
2247,-0.010063,0.026403,-0.017601,76
2248,-0.008672,0.028659,-0.017635,79
2249,-0.006685,0.026175,-0.021673,96
2250,-0.008325,0.026375,-0.023469,90
2251,-0.011872,0.018164,-0.026192,116
2252,-0.012654,0.019105,-0.027422,99
2253,-0.014819,0.018283,-0.027069,92
2254,-0.009145,0.01907,-0.021849,109
2255,-0.008919,0.019021,-0.019442,101
2256,-0.010178,0.006763,-0.027898,96
2257,-0.008722,0.02476,-0.019854,90
2258,0.02031,0.017817,-0.017121,103
2259,0.02059,0.016194,-0.01822,101
2260,-0.013784,0.014775,-0.01552,111
2261,-0.015174,0.014581,-0.016681,111
2262,-0.016638,0.014748,-0.01604,106
2263,-0.001762,0.008546,-0.030807,81
2264,-0.005457,0.017556,-0.029763,92
2265,-0.003206,0.016875,-0.02783,94
2266,-0.003982,0.015749,-0.029137,92
2267,-0.009234,0.023792,-0.015009,77
2268,-0.010786,0.025082,-0.012927,69
2269,-0.010471,0.026186,-0.015056,78
2270,-0.013993,0.016075,-0.012885,109
2271,-0.011528,0.014907,-0.013742,107
2272,0.015447,0.036584,-0.014855,94
2273,0.017881,0.035221,-0.014476,101
2274,0.015845,0.034729,-0.015048,103
2275,-0.009568,0.003862,-0.026728,81
2276,0.02588,0.029331,-0.0067,109
2277,0.025273,0.029331,-0.009281,108
2278,0.025571,0.031345,-0.007182,102
2279,-0.014726,0.013162,-0.028258,114
2280,-0.017826,0.01322,-0.027619,114
2281,-0.01695,0.01456,-0.028841,100
2282,-0.004167,0.011765,-0.030925,83
2283,-0.005341,0.012053,-0.02975,99
2284,-0.016669,0.015606,-0.014301,111
2285,-0.009041,0.019918,-0.027755,99
2286,-0.008247,0.02058,-0.029361,88
2287,-0.009976,0.018403,-0.016403,91
2288,-0.008132,0.016373,-0.016292,73
2289,-0.009665,0.016415,-0.014747,89
2290,-0.004677,0.021738,-0.027608,99
2291,-0.004957,0.020601,-0.028212,95
2292,-0.006123,0.021235,-0.028684,93
2293,0.000214,0.0087,-0.030159,80
2294,0.002255,0.018043,-0.025649,66
2295,0.001497,0.020647,-0.026388,89
2296,-0.005468,0.028316,-0.02667,72
2297,0.015173,0.032348,-0.015791,104
2298,0.015163,0.033779,-0.015941,96
2299,0.012798,0.026218,-0.020436,100
2300,0.014179,0.02523,-0.019911,103
2301,0.017845,0.029205,-0.015649,110
2302,-0.006934,0.035353,-0.016058,76
2303,-0.008382,0.037755,-0.016578,60
2304,-0.006092,0.038318,-0.017152,57
2305,-0.009122,0.017358,-0.01822,90
2306,-0.009541,0.036293,-0.015464,67
2307,-0.014399,0.011343,-0.019034,100
2308,-0.014937,0.012478,-0.018591,104
2309,0.008522,0.007448,-0.021503,71
2310,0.01063,0.00916,-0.021011,71
2311,0.010604,0.007611,-0.018915,61
2312,0.012899,0.03369,-0.019231,86
2313,-9e-06,0.031714,-0.010547,66
2314,0.003046,0.031244,-0.012625,67
2315,0.001006,0.030795,-0.013815,74
2316,0.001847,0.011663,-0.026067,71
2317,0.001905,0.010407,-0.027838,67
2318,0.001698,0.012547,-0.02857,69
2319,-0.017064,0.01592,-0.012652,103
2320,-0.011277,0.020307,-0.012291,84
2321,-0.011257,0.018915,-0.014148,90
2322,-0.011792,0.018028,-0.012519,101
2323,-0.009351,0.021648,-0.018749,93
2324,-0.011092,0.021393,-0.01533,86
2325,-0.010603,0.022878,-0.016692,82
2326,-0.010173,0.024169,-0.017361,80
2327,-0.011255,0.017095,-0.01384,100
2328,-0.008331,0.022993,-0.021171,100
2329,-0.000361,0.011415,-0.030399,67
2330,0.000986,0.012424,-0.029907,65
2331,0.003213,0.032456,-0.009391,71
2332,0.001223,0.034537,-0.008199,80
2333,0.00029,0.022905,-0.027589,98
2334,-0.017965,0.01404,-0.017041,103
2335,-0.015665,0.013302,-0.016767,107
2336,-0.011292,0.021117,-0.007053,73
2337,-0.010105,0.018713,-0.005772,75
2338,-0.011136,0.019364,-0.0029,82
2339,-0.019367,0.012929,-0.013064,98
2340,0.021397,0.024088,-0.014707,110
2341,0.021617,0.027847,-0.014375,118
2342,0.024429,0.026005,-0.013493,109
2343,-0.004689,0.027778,-0.023524,93
2344,-0.007249,0.027716,-0.025175,81
2345,-0.00679,0.027149,-0.023593,88
2346,-0.003473,0.003387,-0.028577,110
2347,0.012832,0.034678,-0.018162,92
2348,-0.01839,0.014532,-0.027331,106
2349,-0.011666,0.014923,-0.018068,101
2350,-0.013897,0.014632,-0.018036,106
2351,-0.010056,0.025265,-0.016277,76
2352,0.025479,0.030838,-0.010311,102
2353,-0.012239,0.014724,-0.029986,108
2354,0.00083,0.029395,-0.024656,84
2355,0.001049,0.030003,-0.021583,85
2356,0.003978,0.030573,-0.023034,83
2357,-0.017306,0.016867,-0.028436,89
2358,-0.001183,0.002884,-0.028183,112
2359,-0.012084,0.017657,-0.007955,91
2360,-0.01055,0.017836,-0.008458,80
2361,-0.011601,0.018341,-0.009491,90
2362,-0.00968,0.020568,-0.009342,64
2363,-0.001842,0.010762,-0.031631,66
2364,0.004096,0.029547,-0.028629,60
2365,-0.006941,0.012994,-0.029863,99
2366,-0.00162,0.000212,-0.026061,94
2367,-0.004624,0.001628,-0.027509,101
2368,-0.012442,0.033091,-0.013555,69
2369,-0.000563,0.031899,-0.014288,76
2370,0.000244,0.030641,-0.01664,74
2371,-0.002196,0.031432,-0.016321,86
2372,0.001425,0.001803,-0.026579,104
2373,-0.004389,0.019015,-0.027171,101
2374,-0.004226,0.018508,-0.028167,98
2375,-0.004272,0.01978,-0.028215,101
2376,-0.008571,0.020272,-0.020759,104
2377,-0.00101,0.014293,-0.028673,78
2378,0.000729,0.013959,-0.027098,71
2379,-7.6e-05,0.012726,-0.027681,76
2380,-0.013652,0.016435,-0.007682,97
2381,-0.014091,0.014763,-0.007122,96
2382,0.016557,0.02987,-0.015783,108
2383,-0.00233,0.015541,-0.028706,83
2384,-0.008929,0.020131,-0.026417,98
2385,0.016264,0.031322,-0.014295,116
2386,0.01488,0.03072,-0.015106,105
2387,-0.012933,0.01766,-0.001545,94
2388,0.022337,0.031055,-0.014083,105
2389,0.020972,0.029652,-0.014734,112
2390,-0.008435,0.018602,-0.008819,62
2391,0.01382,0.036739,-0.015445,86
2392,0.013196,0.035404,-0.016385,90
2393,0.012219,0.037168,-0.014139,89
2394,0.018871,0.020201,-0.018755,99
2395,-0.009378,0.034812,-0.016284,73
2396,-0.010791,0.032687,-0.016195,77
2397,0.020285,0.014311,-0.016756,99
2398,0.007485,0.031009,-0.022464,86
2399,0.004955,0.032936,-0.02212,74
2400,0.007693,0.032883,-0.020659,82
2401,-0.001824,0.012894,-0.028528,77
2402,0.018329,0.028523,-0.016584,106
2403,0.020064,0.02874,-0.015743,114
2404,0.018645,0.027079,-0.016036,112
2405,0.02449,0.028674,-0.011528,109
2406,-0.008328,0.025773,-0.025827,87
2407,0.020133,0.016745,-0.016512,102
2408,0.019946,0.015819,-0.016706,102
2409,-0.013238,0.014822,-0.023753,124
2410,-0.002918,0.029439,-0.025552,82
2411,-0.002171,0.029402,-0.021101,93
2412,-0.001995,0.028827,-0.022861,92
2413,-0.003152,0.029167,-0.01935,87
2414,0.006793,0.02592,-0.029348,59
2415,-0.010335,0.014882,-0.015882,97
2416,0.012778,0.007973,-0.019797,75
2417,0.013422,0.00962,-0.022301,92
2418,-0.002353,0.021216,-0.02624,104
2419,-0.002896,0.023851,-0.029176,88
2420,0.004052,0.002942,-0.024122,89
2421,0.003067,0.001367,-0.025028,90
2422,0.002759,0.003163,-0.025677,96
2423,-0.010346,0.016667,-0.021933,122
2424,-0.009937,0.01764,-0.022903,118
2425,0.002644,0.030936,-0.016024,78
2426,0.025679,0.02787,-0.011225,106
2427,0.024487,0.030167,-0.013146,100
2428,0.007806,-0.001113,-0.023078,86
2429,0.007461,-0.001137,-0.026525,100
2430,0.004815,-0.000561,-0.025306,88
2431,0.015698,0.02287,-0.020658,99
2432,-0.009049,0.010932,-0.030055,122
2433,-0.004185,0.018152,-0.025565,103
2434,-0.002781,0.033862,-0.016461,86
2435,-0.003953,0.032466,-0.016373,88
2436,-0.004602,0.033898,-0.01603,84
2437,0.002866,0.013703,-0.026142,68
2438,0.005188,0.014797,-0.026428,62
2439,0.006113,0.011767,-0.026535,66
2440,-0.013962,0.012968,-0.018108,100
2441,-0.013378,0.014832,-0.003025,90
2442,-0.01319,0.014876,-0.004415,92
2443,0.00387,0.031593,-0.01757,79
2444,0.002767,0.031094,-0.019643,81
2445,-0.004876,0.025751,-0.019618,91
2446,-0.000927,0.018587,-0.024381,88
2447,-0.01503,0.015527,-0.025859,114
2448,-0.017721,0.015548,-0.025663,111
2449,-0.016004,0.01456,-0.024178,121
2450,0.008373,0.01038,-0.022938,72
2451,0.010895,0.011104,-0.023171,79
2452,-0.013959,0.035276,-0.012263,59
2453,0.019313,0.018832,-0.017275,103
2454,0.020745,0.018953,-0.016002,107
2455,0.019086,0.012959,-0.018011,105
2456,0.009727,0.029565,-0.025484,77
2457,0.008232,0.028402,-0.026795,72
2458,0.007379,0.028378,-0.024813,81
2459,-0.012799,0.013479,-0.00273,82
2460,-0.013096,0.012275,-0.004515,79
2461,-0.014544,0.011284,-0.001784,96
2462,-0.012682,0.016235,-0.002408,86
2463,0.00606,0.028022,-0.026279,73
2464,0.0107,0.026481,-0.021507,96
2465,0.011864,0.028278,-0.020889,99
2466,-0.015085,0.012962,-0.022539,120
2467,-0.014309,0.014799,-0.001306,101
2468,0.005271,0.032746,-0.019124,80
2469,-0.014053,0.024077,-0.00697,64
2470,0.020195,0.035431,-0.013109,93
2471,0.020963,0.033822,-0.011914,103
2472,0.020478,0.033836,-0.013373,103
2473,-0.00998,0.020085,-0.010809,72
2474,-0.011026,0.018917,-0.01108,92
2475,-0.013566,0.017908,-0.011024,111
2476,-0.01704,0.031824,-0.010051,60
2477,-0.016338,0.028709,-0.007909,56
2478,-0.007059,0.039441,-0.01295,58
2479,-0.004297,0.039112,-0.012579,63
2480,-0.009465,0.037851,-0.010392,72
2481,-0.003346,0.0375,-0.012283,73
2482,-0.005163,0.040258,-0.015004,49
2483,0.004094,0.032512,-0.020494,82
2484,-0.02026,0.011681,-0.014592,101
2485,0.017623,0.026721,-0.018431,105
2486,0.015167,0.026559,-0.019087,105
2487,0.017414,0.028414,-0.019461,105
2488,-0.018695,0.011425,-0.016288,102
2489,-0.005656,0.015252,-0.030065,97
2490,-0.01612,0.012625,-0.006924,98
2491,-0.017503,0.012171,-0.007775,98
2492,-0.015764,0.011413,-0.005294,81
2493,-0.018465,0.015469,-0.016709,104
2494,0.016581,0.031004,-0.017264,103
2495,0.027278,0.028497,-0.009271,102
2496,-0.011849,0.030431,-0.014509,70
2497,0.001727,0.004055,-0.027207,110
2498,0.002522,0.00514,-0.024553,92
2499,-0.012697,0.016444,-0.02541,121
2500,-0.010992,0.017264,-0.024747,124
2501,0.003776,0.00989,-0.025547,76
2502,-0.016679,0.026172,-0.004412,50
2503,-0.0149,0.026599,-0.006922,55
2504,-0.013633,0.016172,-0.002167,90
2505,0.001922,0.000104,-0.026423,97
2506,-0.013439,0.012961,-0.020598,111
2507,-0.013017,0.013263,-0.018945,107
2508,-0.010758,0.028355,-0.016043,74
2509,-0.000248,0.028428,-0.027818,75
2510,-0.013233,0.013745,-0.00591,91
2511,-0.014906,0.013125,-0.006993,95
2512,0.010714,0.02725,-0.026712,72
2513,0.008539,0.026558,-0.028081,66
2514,0.008664,0.027358,-0.027283,71
2515,-0.000569,0.016042,-0.027576,80
2516,0.004239,0.032879,-0.015513,84
2517,0.005508,0.033491,-0.011723,76
2518,0.023312,0.028087,-0.012709,112
2519,-0.01417,0.026383,-0.009398,58
2520,0.016019,0.024266,-0.019202,107
2521,0.026703,0.026264,-0.01115,99
2522,0.016546,0.023258,-0.021703,95
2523,0.025248,0.031943,-0.011426,92
2524,0.01983,0.034109,-0.014565,99
2525,-0.005853,0.032965,-0.017041,87
2526,-0.000772,0.029422,-0.02176,94
2527,-0.00137,0.031238,-0.019866,80
2528,-0.01632,0.016548,-0.026713,100
2529,0.018726,0.013046,-0.01994,107
2530,0.018877,0.011653,-0.018927,106
2531,-0.002024,0.016628,-0.025701,90
2532,0.018765,0.020093,-0.016167,98
2533,-0.014052,0.012866,-0.019395,108
2534,0.016962,0.015172,-0.022816,92
2535,0.013206,0.013049,-0.024199,74
2536,0.016603,0.011251,-0.022197,99
2537,0.006074,-0.001412,-0.027157,98
2538,0.01008,0.027809,-0.022344,91
2539,0.004421,0.000633,-0.022404,72
2540,-0.015227,0.01219,-0.020279,111
2541,-0.012771,0.013842,-0.004249,85
2542,-0.01177,0.016907,-0.022951,126
2543,-0.010715,0.019652,-0.011764,80
2544,0.018457,0.037562,-0.013584,87
2545,-0.001057,0.033617,-0.014915,81
2546,0.005835,0.034668,-0.009332,82
2547,0.007789,0.03446,-0.010551,94
2548,-0.001267,0.033103,-0.01254,80
2549,0.003103,0.006492,-0.028298,96
2550,-0.004708,0.020089,-0.026901,101
2551,0.020589,0.017577,-0.015316,102
2552,-0.004547,0.019827,-0.029704,93
2553,0.022574,0.033637,-0.009881,97
2554,0.022043,0.032556,-0.012306,106
2555,0.018574,0.025136,-0.017843,111
2556,0.007134,0.001901,-0.021022,68
2557,0.024018,0.03292,-0.012037,95
2558,0.025105,0.033333,-0.009542,85
2559,0.01252,0.031594,-0.02024,93
2560,0.010564,0.02619,-0.023875,85
2561,0.011197,0.024829,-0.023841,84
2562,0.011473,0.025002,-0.022277,93
2563,0.010513,0.024537,-0.025701,74
2564,0.017856,0.021725,-0.020751,97
2565,0.01675,0.021817,-0.018815,104
2566,0.017465,0.020374,-0.019198,100
2567,0.017417,0.020271,-0.017703,98
2568,0.008985,0.028417,-0.023728,88
2569,0.008756,0.029058,-0.022488,90
2570,0.005435,0.031402,-0.022873,76
2571,-0.016211,0.010783,-0.022258,118
2572,0.011406,0.02837,-0.024291,82
2573,0.007993,0.034336,-0.013406,90
2574,0.008946,0.035473,-0.015735,82
2575,0.006996,0.034212,-0.016458,86
2576,0.01067,0.029968,-0.021362,99
2577,0.007538,0.034188,-0.019244,81
2578,0.009654,0.035433,-0.013056,90
2579,0.01474,0.028667,-0.020449,101
2580,0.010994,0.035964,-0.015817,83
2581,-0.001152,0.036992,-0.0084,77
2582,-0.007809,0.018377,-0.029955,97
2583,0.015901,0.014564,-0.023242,92
2584,0.008681,0.024828,-0.027977,68
2585,-0.003243,0.027019,-0.018481,82
2586,-0.000531,0.035051,-0.009668,80
2587,0.005996,0.005801,-0.023305,87
2588,0.006723,0.028731,-0.023025,86
2589,0.00768,0.014768,-0.025349,55
2590,0.009335,0.013034,-0.024419,70
2591,0.005824,0.008801,-0.024161,81
2592,0.017049,0.023318,-0.023287,89
2593,0.017405,0.020824,-0.023538,81
2594,0.015918,0.02196,-0.023853,80
2595,0.018657,0.010467,-0.019868,105
2596,0.017499,0.009692,-0.020107,105
2597,-0.009149,0.031136,-0.017488,81
2598,-0.008162,0.03315,-0.017211,87
2599,-0.006351,0.030267,-0.017901,84
2600,0.011122,0.0231,-0.025436,71
2601,-0.004541,0.030968,-0.016895,89
2602,-0.004493,0.029884,-0.018264,86
2603,0.02011,0.02195,-0.015897,106
2604,0.017449,0.01806,-0.021715,91
2605,-0.005862,0.027619,-0.018376,81
2606,-0.004634,0.028753,-0.018425,86
2607,-0.012937,0.017659,0.002854,97
2608,0.010258,0.004923,-0.018645,53
2609,-0.003367,0.030786,-0.018335,85
2610,0.000325,0.027105,-0.027802,84
2611,-0.009979,0.038184,-0.015206,57
2612,-0.008186,0.039711,-0.01558,51
2613,-0.010392,0.01778,-0.00408,75
2614,-0.014384,0.022363,-0.00259,78
2615,-0.006612,0.019886,-0.030484,86
2616,0.007931,0.004571,-0.020873,70
2617,0.01926,0.015953,-0.014785,98
2618,0.004431,0.027972,-0.024542,80
2619,0.016982,0.018768,-0.022628,90
2620,0.003386,0.028077,-0.02692,72
2621,-0.000965,0.03496,-0.011384,78
2622,-0.018509,0.014181,-0.023039,117
2623,-0.010897,0.030216,-0.017032,75
2624,-0.015099,0.032962,-0.011785,58
2625,-0.013669,0.017582,-0.009194,106
2626,0.014691,0.016327,-0.024926,76
2627,0.005209,0.0276,-0.027342,70
2628,0.00454,0.027795,-0.02635,74
2629,-0.017153,0.034897,-0.011239,54
2630,0.00692,0.036038,-0.007938,89
2631,-0.014346,0.009959,-0.020603,99
2632,-0.003993,0.038379,-0.01609,60
2633,-0.004391,0.036732,-0.016114,69
2634,0.015623,0.018766,-0.024555,73
2635,0.006873,0.003918,-0.021638,74
2636,0.004888,0.003733,-0.022611,81
2637,0.020504,0.037307,-0.012205,83
2638,0.014687,0.030872,-0.016926,102
2639,0.019511,0.025468,-0.015703,114
2640,0.015139,0.023047,-0.024458,76
2641,0.013517,0.03029,-0.020982,97
2642,0.012865,0.019554,-0.025818,64
2643,0.011708,0.021599,-0.026073,72
2644,0.014647,0.021428,-0.025205,70
2645,0.013006,0.022595,-0.024602,77
2646,0.013569,0.017945,-0.025165,64
2647,0.011227,0.016559,-0.025525,58
2648,0.009722,0.019591,-0.026676,63
2649,0.015893,0.008292,-0.019628,102
2650,0.004686,0.038709,-0.00755,78
2651,0.004296,0.035262,-0.008792,86
2652,0.002152,0.037112,-0.008422,83
2653,-0.006897,0.033821,-0.016781,83
2654,-0.015624,0.036563,-0.011887,53
2655,-0.003487,0.037225,-0.015452,65
2656,-0.003115,0.037513,-0.013963,70
2657,-0.002501,0.035847,-0.01541,76
2658,0.018726,0.012059,-0.021092,108
2659,-0.004175,0.035179,-0.015827,79
2660,-0.001458,0.036965,-0.012271,76
2661,-0.00151,0.035304,-0.013359,78
2662,-0.000837,-0.001775,-0.027914,97
2663,0.00089,-0.000773,-0.027673,98
2664,0.000877,-0.000812,-0.029014,102
2665,-0.003864,-0.00163,-0.028586,104
2666,-0.00125,-0.00035,-0.030605,116
2667,0.012756,-0.012665,-0.036133,93
2668,0.009693,-0.013581,-0.035963,82
2669,0.011042,-0.010791,-0.037965,95
2670,0.011408,-0.001678,-0.035391,130
2671,0.013563,-0.00252,-0.034726,118
2672,0.01325,-0.00324,-0.036087,113
2673,0.014028,-0.009189,-0.035062,113
2674,0.014494,-0.009509,-0.033618,116
2675,0.014912,-0.010323,-0.034711,110
2676,0.009054,-0.003953,-0.032524,139
2677,0.012539,-0.003102,-0.033432,121
2678,0.015144,-0.009815,-0.029171,122
2679,0.014803,-0.011108,-0.030983,110
2680,0.015667,-0.009068,-0.030783,123
2681,0.012926,-0.003034,-0.031926,120
2682,0.011488,-0.003794,-0.030596,124
2683,0.0146,-0.004373,-0.030566,127
2684,0.015056,-0.011554,-0.033197,110
2685,0.015441,-0.00832,-0.027664,117
2686,0.015452,-0.008081,-0.029338,122
2687,-0.005782,-0.004356,-0.031607,111
2688,-0.007363,-0.005413,-0.032396,116
2689,-0.007924,-0.002947,-0.03184,132
2690,0.015945,-0.00578,-0.031038,123
2691,0.016584,-0.004902,-0.032348,116
