,X,Y,Z,n_points_0.01,corr_dim_0.01
15306,0.00214,0.049834,0.056066,91,1.4643054444223263e-07
15307,0.003245,0.041436,0.051695,83,1.3355752954621218e-07
15308,0.001829,0.036905,0.050785,59,9.493848485815082e-08
15309,0.003569,0.038626,0.049209,72,1.1585713406418405e-07
15310,0.009481,0.007029,0.033031,111,1.7861308168228376e-07
15311,0.001656,0.045306,0.054683,88,1.4160316385622496e-07
15312,-0.000308,0.045452,0.054164,76,1.2229364151219428e-07
15313,0.000608,0.043557,0.054226,77,1.2390276837419684e-07
15314,-0.001841,0.034699,0.054249,65,1.0459324603016616e-07
15315,-0.00162,0.033792,0.053131,68,1.0942062661617383e-07
15316,-0.000799,0.035518,0.052273,58,9.332935799614827e-08
15317,0.017254,0.015778,0.030961,55,8.85019774101406e-08
15318,-0.002749,0.036583,0.056385,65,1.0459324603016616e-07
15319,0.000979,0.050537,0.059273,100,1.6091268620025564e-07
15320,-0.002478,0.043178,0.0564,72,1.1585713406418405e-07
15321,-0.002115,0.043605,0.055276,66,1.0620237289216873e-07
15322,0.019883,0.010259,0.025405,74,1.1907538778818917e-07
15323,0.012171,0.03917,0.045301,70,1.1263888034017895e-07
15324,0.011213,0.040523,0.046875,71,1.142480072021815e-07
15325,0.00952,0.039093,0.046257,71,1.142480072021815e-07
15326,0.008563,0.034742,0.045242,60,9.654761172015338e-08
15327,0.012264,0.00919,0.032826,84,1.3516665640821472e-07
15328,0.011432,0.007554,0.032037,99,1.5930355933825308e-07
15329,0.011929,0.00662,0.031176,102,1.6413093992426075e-07
15330,0.017488,0.005626,0.027459,95,1.5286705189024287e-07
15331,0.019031,0.003626,0.023368,123,1.9792260402631444e-07
15332,0.018641,0.002603,0.023128,120,1.9309522344030677e-07
15333,0.020042,0.003015,0.021936,126,2.027499846123221e-07
15334,0.000854,0.050886,0.057588,96,1.544761787522454e-07
15335,0.017898,0.002295,0.024752,111,1.7861308168228376e-07
15336,0.018932,0.005212,0.024793,111,1.7861308168228376e-07
15337,0.017639,0.0035,0.026256,104,1.6734919364826585e-07
15338,0.006732,0.048069,0.057442,80,1.287301489602045e-07
15339,0.003887,0.046207,0.057657,84,1.3516665640821472e-07
15340,0.021444,0.004841,0.020002,135,2.172321263703451e-07
15341,0.02155,0.00544,0.021914,119,1.914860965783042e-07
15342,0.020425,0.005292,0.023221,124,1.9953173088831698e-07
15343,0.020358,0.006939,0.024017,117,1.882678428542991e-07
15344,0.016048,0.002813,0.027193,103,1.657400667862633e-07
15345,0.002786,0.050615,0.058773,98,1.576944324762505e-07
15346,-0.000651,0.03733,0.054426,58,9.332935799614827e-08
15347,-0.005628,0.042758,0.061148,71,1.142480072021815e-07
15348,0.003777,0.048847,0.058352,92,1.480396713042352e-07
15349,0.002823,0.048003,0.056479,90,1.4482141758023006e-07
15350,0.014887,0.013582,0.031573,64,1.0298411916816361e-07
15351,0.014638,0.010462,0.031851,75,1.2068451465019174e-07
15352,0.007649,0.048401,0.052649,92,1.480396713042352e-07
15353,0.006534,0.024077,0.042737,76,1.2229364151219428e-07
15354,-0.000727,0.042848,0.054046,67,1.0781149975417128e-07
15355,0.010606,0.034496,0.043976,65,1.0459324603016616e-07
15356,0.010449,0.036766,0.045157,66,1.0620237289216873e-07
15357,0.000249,0.040778,0.053821,63,1.0137499230616105e-07
15358,0.014671,0.025063,0.035065,61,9.815673858215594e-08
15359,0.014083,0.027054,0.036316,58,9.332935799614827e-08
15360,0.013078,0.023994,0.036342,64,1.0298411916816361e-07
15361,0.004766,0.032214,0.048216,64,1.0298411916816361e-07
15362,0.004123,0.027538,0.047645,64,1.0298411916816361e-07
15363,-0.012169,0.043525,0.061901,80,1.287301489602045e-07
15364,-0.010617,0.039463,0.060221,70,1.1263888034017895e-07
15365,-0.010369,0.042079,0.062153,70,1.1263888034017895e-07
15366,-0.00851,0.035815,0.058915,78,1.255118952361994e-07
15367,-0.008042,0.038547,0.060171,67,1.0781149975417128e-07
15368,0.000961,0.038351,0.052771,65,1.0459324603016616e-07
15369,0.006442,0.045465,0.050855,89,1.4321229071822752e-07
15370,0.001088,0.046674,0.054907,89,1.4321229071822752e-07
15371,0.008766,0.031732,0.043806,54,8.689285054813804e-08
